payload_size delay num_messages message_id arrival_rank rtt_ms
50 none 10 3 7 25.8659
50 none 10 4 8 27.7608
50 none 10 8 9 30.2618
50 none 10 3 0 17.3472
50 none 10 7 1 18.3711
50 none 10 6 2 19.6888
50 none 10 5 3 20.7731
50 none 10 1 4 22.7238
50 none 10 4 5 23.9633
50 none 10 0 6 25.6365
50 none 10 9 7 27.298
50 none 10 2 8 30.6814
50 none 10 8 9 32.5089
50 none 10 0 0 16.3302
50 none 10 6 1 17.3541
50 none 10 1 2 18.6093
50 none 10 5 3 19.9523
50 none 10 7 4 26.4567
50 none 10 4 5 27.7777
50 none 10 2 6 30.5667
50 none 10 9 7 32.2665
50 none 10 3 8 34.7047
50 none 10 8 9 37.3952
50 none 10 1 0 15.6839
50 none 10 0 1 16.9569
50 none 10 2 2 17.9443
50 none 10 6 3 19.1186
50 none 10 4 4 20.6158
50 none 10 8 5 23.582
50 none 10 9 6 25.1762
50 none 10 7 7 28.1508
50 none 10 5 8 29.2457
50 none 10 3 9 31.2054
50 none 10 1 0 17.7327
50 none 10 6 1 18.8291
50 none 10 2 2 19.7911
50 none 10 5 3 20.9817
50 none 10 9 4 22.7347
50 none 10 8 5 24.2567
50 none 10 0 6 26.0105
50 none 10 4 7 27.5984
50 none 10 3 8 29.0208
50 none 10 7 9 31.6739
50 none 4 1 0 4.33424
50 none 4 2 1 4.84922
50 none 4 0 2 5.87709
50 none 4 3 3 6.58829
50 none 4 2 0 4.38253
50 none 4 0 1 5.14958
50 none 4 3 2 5.83422
50 none 4 1 3 38.3467
50 none 4 2 0 5.27486
50 none 4 3 1 6.3145
50 none 4 0 2 6.96472
50 none 4 1 3 18.6775
50 none 4 0 0 4.71308
50 none 4 2 1 5.47802
50 none 4 3 2 6.19767
50 none 4 1 3 29.0217
50 none 4 2 0 4.83051
50 none 4 3 1 5.84056
50 none 4 0 2 7.42507
50 none 4 1 3 31.3274
50 none 4 0 0 4.90024
50 none 4 2 1 5.65401
50 none 4 3 2 6.33291
50 none 4 1 3 18.4804
50 none 4 2 0 4.84258
50 none 4 3 1 5.85203
50 none 4 0 2 6.60942
50 none 4 1 3 43.8139
50 none 4 3 0 8.33853
50 none 4 0 1 9.72048
50 none 4 2 2 20.6913
50 none 4 1 3 23.2318
50 none 4 1 0 4.86492
50 none 4 2 1 5.48707
50 none 4 0 2 6.48143
50 none 4 3 3 7.24546
50 none 4 3 0 5.59514
50 none 4 1 1 6.24084
50 none 4 0 2 7.8338
50 none 4 2 3 8.53535
50 none 1 0 0 2.69599
50 none 1 0 0 3.1657
50 none 1 0 0 2.96073
50 none 1 0 0 2.72105
50 none 1 0 0 3.34441
50 none 1 0 0 2.97854
50 none 1 0 0 2.60966
50 none 1 0 0 3.38969
50 none 1 0 0 2.75788
50 none 1 0 0 2.49646
100 none 10 1 0 36.6638
100 none 10 0 1 40.5579
100 none 10 6 2 42.342
100 none 10 5 3 46.3508
100 none 10 2 4 49.0751
100 none 10 3 5 53.074
100 none 10 9 6 56.7933
100 none 10 4 7 60.7216
100 none 10 8 8 64.9326
100 none 10 7 9 67.4113
100 none 10 2 0 17.9189
100 none 10 0 1 19.4078
100 none 10 1 2 20.3819
100 none 10 3 3 21.9326
100 none 10 4 4 23.281
100 none 10 7 5 24.4393
100 none 10 5 6 25.6072
100 none 10 9 7 27.7584
100 none 10 8 8 30.3584
100 none 10 6 9 32.1744
100 none 10 2 0 16.342
100 none 10 5 1 17.2687
100 none 10 6 2 18.7132
100 none 10 1 3 19.7688
100 none 10 7 4 21.606
100 none 10 4 5 23.2738
100 none 10 0 6 24.7207
100 none 10 3 7 26.5246
100 none 10 9 8 27.5172
100 none 10 8 9 29.2366
100 none 10 1 0 18.6259
100 none 10 5 1 19.5662
100 none 10 6 2 20.8338
100 none 10 2 3 22.0497
100 none 10 8 4 24.8248
100 none 10 3 5 25.9776
100 none 10 4 6 27.8486
100 none 10 0 7 29.307
100 none 10 9 8 31.1885
100 none 10 7 9 33.4054
100 none 10 1 0 17.7101
100 none 10 0 1 18.8882
100 none 10 2 2 20.1443
100 none 10 6 3 21.4288
100 none 10 9 4 22.6631
100 none 10 4 5 24.282
100 none 10 3 6 25.7687
100 none 10 7 7 27.4701
100 none 10 8 8 30.266
100 none 10 5 9 32.1817
100 none 10 2 0 16.4485
100 none 10 1 1 17.5166
100 none 10 3 2 18.9202
100 none 10 6 3 20.0477
100 none 10 8 4 21.9148
100 none 10 9 5 23.4281
100 none 10 7 6 24.6398
100 none 10 4 7 26.8135
100 none 10 5 8 27.8806
100 none 10 0 9 29.6647
100 none 10 6 0 18.8007
100 none 10 5 1 20.0021
100 none 10 1 2 21.0339
100 none 10 2 3 22.4295
100 none 10 7 4 23.6714
100 none 10 4 5 25.6112
100 none 10 3 6 28.5236
100 none 10 0 7 30.9126
100 none 10 9 8 33.1171
100 none 10 8 9 34.8067
100 none 10 6 0 24.0626
100 none 10 5 1 26.9509
100 none 10 4 2 28.0614
100 none 10 7 3 30.8933
100 none 10 1 4 31.9396
100 none 10 2 5 33.6167
100 none 10 9 6 38.1366
100 none 10 8 7 40.317
100 none 10 3 8 42.8485
100 none 10 0 9 44.4025
100 none 10 1 0 27.3511
100 none 10 5 1 28.2906
100 none 10 6 2 29.2928
100 none 10 2 3 30.8054
100 none 10 3 4 33.662
100 none 10 0 5 35.3748
100 none 10 7 6 39.3245
100 none 10 4 7 41.7216
100 none 10 8 8 43.8163
100 none 10 9 9 45.77
100 none 10 5 0 20.3001
100 none 10 6 1 21.3008
100 none 10 2 2 22.501
100 none 10 8 3 23.9907
100 none 10 1 4 25.156
100 none 10 3 5 28.2417
100 none 10 0 6 31.6434
100 none 10 9 7 33.8211
100 none 10 4 8 36.1416
100 none 10 7 9 37.986
100 none 4 2 0 7.63698
100 none 4 1 1 8.78952
100 none 4 0 2 10.4712
100 none 4 3 3 11.8321
100 none 4 1 0 4.82477
100 none 4 0 1 5.65552
100 none 4 2 2 6.18349
100 none 4 3 3 7.53012
100 none 4 1 0 4.56667
100 none 4 2 1 5.41402
100 none 4 0 2 5.99602
100 none 4 3 3 6.95385
100 none 4 2 0 4.68289
100 none 4 1 1 5.38293
100 none 4 0 2 6.08568
100 none 4 3 3 7.34296
100 none 4 2 0 5.58397
100 none 4 3 1 6.81439
100 none 4 0 2 7.67321
100 none 4 1 3 49.5823
100 none 4 1 0 5.0062
100 none 4 2 1 5.74819
100 none 4 3 2 6.9605
100 none 4 0 3 7.80694
100 none 4 2 0 4.6186
100 none 4 0 1 5.43938
100 none 4 3 2 6.14153
100 none 4 1 3 14.6099
100 none 4 0 0 6.14696
100 none 4 2 1 6.88533
100 none 4 3 2 12.3944
100 none 4 1 3 24.5749
100 none 4 2 0 5.36723
100 none 4 0 1 6.31872
100 none 4 3 2 7.39338
100 none 4 1 3 18.7603
100 none 4 1 0 5.62261
100 none 4 3 1 6.41924
100 none 4 2 2 6.99581
100 none 4 0 3 8.8988
100 none 1 0 0 4.62433
100 none 1 0 0 2.85538
100 none 1 0 0 2.91485
100 none 1 0 0 2.73161
100 none 1 0 0 2.71592
100 none 1 0 0 2.7455
100 none 1 0 0 3.17778
100 none 1 0 0 3.12223
100 none 1 0 0 2.96496
100 none 1 0 0 2.88225
500 none 10 1 0 63.8625
500 none 10 2 1 68.5086
500 none 10 0 2 74.7428
500 none 10 6 3 77.6187
500 none 10 3 4 85.9593
500 none 10 4 5 91.61
500 none 10 5 6 98.4673
500 none 10 7 7 105.437
500 none 10 8 8 112.304
500 none 10 9 9 115.638
500 none 10 1 0 20.8522
500 none 10 2 1 21.8903
500 none 10 3 2 23.5141
500 none 10 4 3 25.0838
500 none 10 9 4 26.4386
500 none 10 0 5 29.8521
500 none 10 6 6 32.3773
500 none 10 5 7 35.018
500 none 10 7 8 37.5425
500 none 10 8 9 44.4357
500 none 10 1 0 51.5013
500 none 10 2 1 55.0211
500 none 10 5 2 58.9677
500 none 10 6 3 62.8558
500 none 10 0 4 69.2753
500 none 10 4 5 73.7303
500 none 10 3 6 79.4474
500 none 10 9 7 84.8581
500 none 10 7 8 90.7959
500 none 10 8 9 93.104
500 none 10 1 0 19.4518
500 none 10 2 1 20.3662
500 none 10 6 2 21.6199
500 none 10 5 3 22.6314
500 none 10 3 4 24.2742
500 none 10 4 5 25.7223
500 none 10 9 6 27.2558
500 none 10 0 7 30.2693
500 none 10 7 8 36.0836
500 none 10 8 9 38.4823
500 none 10 6 0 20.9464
500 none 10 3 1 22.0105
500 none 10 4 2 23.4175
500 none 10 9 3 24.5416
500 none 10 2 4 25.8744
500 none 10 5 5 29.316
500 none 10 1 6 30.9066
500 none 10 8 7 33.5135
500 none 10 0 8 36.3752
500 none 10 7 9 38.1979
500 none 10 1 0 42.7881
500 none 10 6 1 45.3821
500 none 10 2 2 49.4803
500 none 10 4 3 52.0172
500 none 10 0 4 57.2727
500 none 10 3 5 61.1061
500 none 10 5 6 65.4153
500 none 10 7 7 70.164
500 none 10 9 8 74.9393
500 none 10 8 9 77.4454
500 none 10 1 0 19.2429
500 none 10 3 1 20.6557
500 none 10 5 2 21.5776
500 none 10 6 3 22.7875
500 none 10 9 4 24.423
500 none 10 4 5 25.7603
500 none 10 0 6 29.3441
500 none 10 2 7 30.5467
500 none 10 8 8 33.6991
500 none 10 7 9 35.7467
500 none 10 1 0 19.9043
500 none 10 2 1 21.0237
500 none 10 6 2 22.2402
500 none 10 5 3 23.5711
500 none 10 4 4 24.7587
500 none 10 9 5 26.4229
500 none 10 3 6 29.8654
500 none 10 7 7 31.9516
500 none 10 8 8 34.3367
500 none 10 0 9 36.5002
500 none 10 2 0 18.993
500 none 10 1 1 20.0529
500 none 10 5 2 21.225
500 none 10 6 3 22.3187
500 none 10 4 4 24.0514
500 none 10 3 5 25.4726
500 none 10 9 6 27.0668
500 none 10 0 7 30.4737
500 none 10 7 8 32.9282
500 none 10 8 9 34.695
500 none 10 1 0 19.9155
500 none 10 5 1 20.8848
500 none 10 6 2 21.9561
500 none 10 2 3 23.6264
500 none 10 3 4 24.7071
500 none 10 4 5 26.5388
500 none 10 9 6 28.1535
500 none 10 0 7 31.0155
500 none 10 7 8 33.3562
500 none 10 8 9 35.236
500 none 4 3 0 4.57875
500 none 4 0 1 5.5393
500 none 4 2 2 6.05429
500 none 4 1 3 20.7873
500 none 4 0 0 4.44804
500 none 4 2 1 5.12574
500 none 4 3 2 5.83271
500 none 4 1 3 24.0614
500 none 4 0 0 4.88847
500 none 4 3 1 5.5556
500 none 4 2 2 17.295
500 none 4 1 3 33.3647
500 none 4 2 0 4.51385
500 none 4 0 1 5.09344
500 none 4 3 2 6.09896
500 none 4 1 3 6.8479
500 none 4 0 0 5.09947
500 none 4 3 1 5.78955
500 none 4 2 2 8.7376
500 none 4 1 3 40.8248
500 none 4 1 0 5.2006
500 none 4 2 1 5.86018
500 none 4 3 2 6.66134
500 none 4 0 3 7.55789
500 none 4 1 0 4.66176
500 none 4 0 1 5.55348
500 none 4 3 2 6.24326
500 none 4 2 3 15.2616
500 none 4 1 0 4.60592
500 none 4 3 1 5.22777
500 none 4 0 2 6.4935
500 none 4 2 3 34.1743
500 none 4 1 0 5.96886
500 none 4 0 1 6.99431
500 none 4 3 2 7.67894
500 none 4 2 3 27.1483
500 none 4 2 0 4.59867
500 none 4 1 1 5.26007
500 none 4 3 2 6.00568
500 none 4 0 3 6.76338
500 none 1 0 0 2.70777
500 none 1 0 0 2.91847
500 none 1 0 0 2.77961
500 none 1 0 0 2.53238
500 none 1 0 0 3.11016
500 none 1 0 0 3.00541
500 none 1 0 0 2.99031
500 none 1 0 0 2.53872
500 none 1 0 0 5.00469
500 none 1 0 0 3.9735
1000 none 10 1 0 63.6364
1000 none 10 2 1 68.0467
1000 none 10 0 2 74.8207
1000 none 10 4 3 80.0025
1000 none 10 5 4 85.6113
1000 none 10 3 5 92.0021
1000 none 10 7 6 97.5837
1000 none 10 6 7 104.983
1000 none 10 9 8 110.857
1000 none 10 8 9 114.768
1000 none 10 2 0 19.2831
1000 none 10 1 1 20.3212
1000 none 10 4 2 21.3711
1000 none 10 5 3 22.6737
1000 none 10 8 4 23.8944
1000 none 10 9 5 25.8889
1000 none 10 6 6 27.5809
1000 none 10 3 7 30.6962
1000 none 10 0 8 33.2723
1000 none 10 7 9 35.3353
1000 none 10 1 0 18.0379
1000 none 10 2 1 19.1931
1000 none 10 4 2 20.5011
1000 none 10 5 3 21.4629
1000 none 10 6 4 22.555
1000 none 10 7 5 23.9693
1000 none 10 9 6 25.744
1000 none 10 0 7 27.2014
1000 none 10 3 8 30.2542
1000 none 10 8 9 31.4632
1000 none 10 2 0 21.0466
1000 none 10 4 1 23.8202
1000 none 10 1 2 24.9292
1000 none 10 6 3 26.054
1000 none 10 0 4 28.6265
1000 none 10 3 5 31.8073
1000 none 10 5 6 34.5562
1000 none 10 9 7 36.5434
1000 none 10 7 8 47.673
1000 none 10 8 9 52.6994
1000 none 10 6 0 19.2608
1000 none 10 4 1 20.2787
1000 none 10 2 2 21.5906
1000 none 10 8 3 23.5087
1000 none 10 1 4 24.9
1000 none 10 7 5 26.4012
1000 none 10 9 6 27.7572
1000 none 10 3 7 31.2573
1000 none 10 5 8 33.0888
1000 none 10 0 9 44.4804
1000 none 10 1 0 19.5656
1000 none 10 6 1 20.4187
1000 none 10 0 2 21.7388
1000 none 10 5 3 41.5634
1000 none 10 2 4 43.2548
1000 none 10 9 5 46.4848
1000 none 10 7 6 68.8693
1000 none 10 3 7 76.2772
1000 none 10 4 8 85.4555
1000 none 10 8 9 88.3598
1000 none 10 2 0 22.3748
1000 none 10 5 1 23.234
1000 none 10 6 2 24.3527
1000 none 10 3 3 28.059
1000 none 10 1 4 29.4706
1000 none 10 4 5 32.0754
1000 none 10 9 6 34.8671
1000 none 10 8 7 37.1601
1000 none 10 7 8 39.7758
1000 none 10 0 9 42.166
1000 none 10 3 0 20.7263
1000 none 10 1 1 21.7409
1000 none 10 5 2 24.1417
1000 none 10 4 3 25.8264
1000 none 10 9 4 27.212
1000 none 10 0 5 30.2853
1000 none 10 6 6 30.5178
1000 none 10 2 7 32.1678
1000 none 10 7 8 35.0959
1000 none 10 8 9 37.8423
1000 none 10 1 0 19.9167
1000 none 10 4 1 21.2784
1000 none 10 2 2 22.3969
1000 none 10 6 3 23.6789
1000 none 10 7 4 25.2556
1000 none 10 3 5 28.5638
1000 none 10 5 6 30.9512
1000 none 10 8 7 32.4349
1000 none 10 9 8 35.1834
1000 none 10 0 9 37.3774
1000 none 10 1 0 17.3095
1000 none 10 6 1 18.4566
1000 none 10 3 2 20.3937
1000 none 10 4 3 21.6057
1000 none 10 0 4 23.3532
1000 none 10 9 5 24.4457
1000 none 10 8 6 26.0441
1000 none 10 2 7 27.6418
1000 none 10 7 8 34.6881
1000 none 10 5 9 36.2336
1000 none 4 0 0 5.2
1000 none 4 1 1 5.98878
1000 none 4 3 2 7.32485
1000 none 4 2 3 21.7687
1000 none 4 0 0 5.31139
1000 none 4 2 1 5.95014
1000 none 4 1 2 7.01332
1000 none 4 3 3 7.91772
1000 none 4 0 0 5.47198
1000 none 4 2 1 6.23752
1000 none 4 3 2 7.47398
1000 none 4 1 3 8.45958
1000 none 4 1 0 5.01525
1000 none 4 0 1 6.45034
1000 none 4 2 2 7.06313
1000 none 4 3 3 8.27997
1000 none 4 0 0 5.2815
1000 none 4 2 1 6.35736
1000 none 4 3 2 7.08849
1000 none 4 1 3 13.1796
1000 none 4 0 0 304.852
1000 none 4 2 1 307.935
1000 none 4 3 2 311.629
1000 none 4 1 3 314.339
1000 none 4 1 0 4.58086
1000 none 4 2 1 5.25282
1000 none 4 0 2 6.12281
1000 none 4 3 3 6.94148
1000 none 4 0 0 5.41734
1000 none 4 3 1 6.3471
1000 none 4 2 2 7.47398
1000 none 4 1 3 19.5952
1000 none 4 1 0 4.82326
1000 none 4 2 1 5.60933
1000 none 4 3 2 6.78632
1000 none 4 0 3 7.76558
1000 none 4 0 0 4.58116
1000 none 4 3 1 5.13811
1000 none 4 2 2 6.17473
1000 none 4 1 3 7.15098
1000 none 1 0 0 3.25053
1000 none 1 0 0 2.97733
1000 none 1 0 0 3.20072
1000 none 1 0 0 3.86604
1000 none 1 0 0 3.35316
1000 none 1 0 0 4.58418
1000 none 1 0 0 5.05419
1000 none 1 0 0 2.99635
1000 none 1 0 0 4.53377
1000 none 1 0 0 2.64528
5000 none 10 1 0 24.0233
5000 none 10 4 1 25.4913
5000 none 10 2 2 26.8971
5000 none 10 6 3 28.2163
5000 none 10 0 4 32.3241
5000 none 10 3 5 35.0591
5000 none 10 8 6 37.4785
5000 none 10 5 7 40.6316
5000 none 10 7 8 43.1401
5000 none 10 9 9 45.6154
5000 none 10 2 0 22.5351
5000 none 10 4 1 24.1106
5000 none 10 1 2 25.8336
5000 none 10 6 3 27.9473
5000 none 10 0 4 31.5556
5000 none 10 3 5 34.7545
5000 none 10 7 6 37.3983
5000 none 10 5 7 40.3019
5000 none 10 9 8 42.8035
5000 none 10 8 9 45.3715
5000 none 10 1 0 21.9634
5000 none 10 2 1 23.2765
5000 none 10 4 2 24.8728
5000 none 10 6 3 26.0658
5000 none 10 5 4 27.5833
5000 none 10 3 5 31.0152
5000 none 10 0 6 33.7239
5000 none 10 8 7 36.2451
5000 none 10 9 8 39.1772
5000 none 10 7 9 42.2445
5000 none 10 1 0 24.433
5000 none 10 4 1 25.7974
5000 none 10 6 2 27.4339
5000 none 10 3 3 29.009
5000 none 10 2 4 30.5999
5000 none 10 0 5 34.4906
5000 none 10 5 6 37.5561
5000 none 10 7 7 40.3442
5000 none 10 8 8 42.7652
5000 none 10 9 9 45.2897
5000 none 10 0 0 21.2407
5000 none 10 1 1 23.2744
5000 none 10 4 2 25.1043
5000 none 10 2 3 26.7483
5000 none 10 8 4 27.9108
5000 none 10 7 5 29.7081
5000 none 10 5 6 39.1711
5000 none 10 3 7 46.0845
5000 none 10 9 8 49.5455
5000 none 10 6 9 51.4832
5000 none 10 2 0 21.8469
5000 none 10 1 1 23.192
5000 none 10 4 2 24.4158
5000 none 10 6 3 25.9571
5000 none 10 5 4 27.4417
5000 none 10 0 5 31.0874
5000 none 10 3 6 35.1261
5000 none 10 8 7 37.6407
5000 none 10 7 8 40.0378
5000 none 10 9 9 42.495
5000 none 10 1 0 21.1197
5000 none 10 2 1 22.4539
5000 none 10 4 2 23.9995
5000 none 10 5 3 25.3365
5000 none 10 0 4 29.2206
5000 none 10 6 5 30.5504
5000 none 10 9 6 32.0425
5000 none 10 3 7 35.6607
5000 none 10 7 8 37.0876
5000 none 10 8 9 40.2373
5000 none 10 2 0 30.7167
5000 none 10 1 1 32.0404
5000 none 10 6 2 33.2297
5000 none 10 5 3 34.8523
5000 none 10 0 4 37.8613
5000 none 10 9 5 38.8958
5000 none 10 4 6 40.9971
5000 none 10 3 7 44.9012
5000 none 10 7 8 47.3602
5000 none 10 8 9 49.47
5000 none 10 2 0 28.7769
5000 none 10 1 1 30.9763
5000 none 10 4 2 32.4666
5000 none 10 6 3 34.6313
5000 none 10 7 4 36.7441
5000 none 10 9 5 38.7757
5000 none 10 0 6 43.288
5000 none 10 3 7 46.1814
5000 none 10 8 8 48.8454
5000 none 10 5 9 51.9441
5000 none 10 0 0 22.3314
5000 none 10 1 1 23.6732
5000 none 10 2 2 25.3793
5000 none 10 4 3 26.6765
5000 none 10 3 4 30.1926
5000 none 10 8 5 31.727
5000 none 10 6 6 35.0437
5000 none 10 5 7 38.302
5000 none 10 9 8 40.2793
5000 none 10 7 9 43.7312
5000 none 4 0 0 6.24446
5000 none 4 1 1 7.62612
5000 none 4 3 2 9.04128
5000 none 4 2 3 29.8238
5000 none 4 1 0 6.7679
5000 none 4 0 1 8.48101
5000 none 4 2 2 9.80229
5000 none 4 3 3 11.2839
5000 none 4 0 0 6.84307
5000 none 4 2 1 7.9461
5000 none 4 1 2 9.40352
5000 none 4 3 3 14.7575
5000 none 4 0 0 6.75009
5000 none 4 2 1 7.80482
5000 none 4 3 2 9.39356
5000 none 4 1 3 10.9778
5000 none 4 0 0 6.24084
5000 none 4 2 1 7.98776
5000 none 4 1 2 9.30028
5000 none 4 3 3 11.039
5000 none 4 0 0 7.16758
5000 none 4 2 1 8.41611
5000 none 4 3 2 10.4163
5000 none 4 1 3 15.1913
5000 none 4 2 0 7.13377
5000 none 4 1 1 8.1722
5000 none 4 3 2 10.0103
5000 none 4 0 3 12.1653
5000 none 4 3 0 6.71145
5000 none 4 2 1 7.95093
5000 none 4 0 2 9.44488
5000 none 4 1 3 10.7571
5000 none 4 2 0 6.77243
5000 none 4 0 1 8.18125
5000 none 4 3 2 9.42707
5000 none 4 1 3 12.0733
5000 none 4 0 0 7.69525
5000 none 4 2 1 9.2218
5000 none 4 3 2 10.7269
5000 none 4 1 3 14.7421
5000 none 1 0 0 6.94721
5000 none 1 0 0 4.90598
5000 none 1 0 0 6.82254
5000 none 1 0 0 6.25533
5000 none 1 0 0 4.04716
5000 none 1 0 0 4.49483
5000 none 1 0 0 4.53498
5000 none 1 0 0 4.41091
5000 none 1 0 0 6.3794
5000 none 1 0 0 6.53003
10000 none 10 1 0 69.4432
10000 none 10 0 1 75.5527
10000 none 10 2 2 78.8757
10000 none 10 5 3 83.4831
10000 none 10 6 4 88.6499
10000 none 10 4 5 97.5046
10000 none 10 3 6 104.835
10000 none 10 9 7 110.659
10000 none 10 7 8 119.244
10000 none 10 8 9 124.075
10000 none 10 1 0 28.1849
10000 none 10 2 1 29.8488
10000 none 10 4 2 31.737
10000 none 10 0 3 35.1741
