payload_size slaves_processing message_id half_rtt_ms
10000000 none 9 5752.82
10000000 none 1 7015.99
10000000 none 3 8305.33
10000000 none 7 9360.58
10000000 none 8 10370.7
10000000 none 4 11535.2
10000000 none 8 1080.53
10000000 none 2 2215.85
10000000 none 4 3351.51
10000000 none 5 4372.49
10000000 none 0 5371.09
10000000 none 1 6636.31
10000000 none 7 7905.45
10000000 none 9 9194.14
10000000 none 6 10571.8
10000000 none 3 11800.3
10000000 none 8 1097.93
10000000 none 3 2403.83
10000000 none 0 3394.21
10000000 none 1 4527.38
10000000 none 4 5691.77
10000000 none 7 6858.69
10000000 none 6 7876.3
10000000 none 5 8949.89
10000000 none 2 10209.4
10000000 none 9 11311.6
10000000 none 8 1066.73
10000000 none 0 2059.14
10000000 none 6 3160.48
10000000 none 5 4293.91
10000000 none 2 5431.86
10000000 none 4 6702.11
10000000 none 1 7963.92
10000000 none 7 9162.11
10000000 none 3 10185.6
10000000 none 9 11207.9
10000000 none 8 1059.51
10000000 none 1 2358.45
10000000 none 0 3366.62
10000000 none 5 4443.32
10000000 none 6 5464.09
10000000 none 2 6647.49
10000000 none 4 7736.22
10000000 none 3 8841.38
10000000 none 7 9885.1
10000000 none 9 11035.4
10000000 none 4 1020.78
10000000 none 1 2274.94
10000000 none 0 3260.85
10000000 none 5 4318.7
10000000 none 9 5577.31
10000000 none 2 6630.09
10000000 none 3 7808.87
10000000 none 7 9090.1
10000000 none 6 10233.7
10000000 none 8 11231.2
10000000 none 1 1237.08
10000000 none 2 2282.09
10000000 none 4 3406.05
10000000 none 9 4429.01
10000000 none 0 5443.55
10000000 none 3 6466.19
10000000 none 5 7787.02
10000000 none 8 8807.04
10000000 none 6 9960.47
10000000 none 7 11151.8
10000000 none 0 1094.41
10000000 none 5 2485
10000000 none 4 3516.66
10000000 none 2 4784.84
10000000 none 6 5803.41
10000000 none 1 7054.73
10000000 none 9 8286.76
10000000 none 8 9361.48
10000000 none 7 10508.9
10000000 none 3 11889.7
10000000 none 8 1009.27
10000000 none 2 2009.06
10000000 none 1 3295.57
10000000 none 0 4344.31
10000000 none 4 5632.99
10000000 none 5 6679.05
10000000 none 3 7741.02
10000000 none 7 8814.12
10000000 none 6 10104.3
10000000 none 9 11369.9
10000000 none 1 1279.11
10000000 none 0 2303.36
10000000 none 7 3355.98
10000000 none 9 4526.6
10000000 none 2 5585.86
10000000 none 8 6674.47
10000000 none 6 7923.88
10000000 none 4 9124.47
10000000 none 3 10256.3
10000000 none 5 11381
50000000 none 0 9379.33
50000000 none 0 9240.06
50000000 none 0 9369.1
50000000 none 0 9579.72
50000000 none 0 9234.79
50000000 none 0 9423.98
50000000 none 0 9509.13
50000000 none 0 9512.56
50000000 none 0 9552.6
50000000 none 0 9345.33
0 none 8 65.5599
0 none 0 70.6969
0 none 1 76.68
0 none 2 82.6715
0 none 3 87.6269
0 none 4 93.61
0 none 9 101.533
0 none 6 108.594
0 none 5 114.601
0 none 7 118.586
0 none 3 18.2038
0 none 8 19.1709
0 none 9 21.169
0 none 0 22.227
0 none 2 24.2167
0 none 7 25.1872
0 none 6 27.1857
0 none 4 29.1971
0 none 1 31.2216
0 none 5 33.1863
0 none 3 15.6228
0 none 4 16.6137
0 none 8 18.5984
0 none 0 19.6304
0 none 1 20.6276
0 none 2 22.6255
0 none 5 24.6147
0 none 7 26.6092
0 none 9 27.5941
0 none 6 28.6128
0 none 8 36.9925
0 none 0 40.0501
0 none 2 43.035
0 none 5 46.0039
0 none 1 50.0399
0 none 3 53.0314
0 none 9 56.981
0 none 4 60.026
0 none 6 63.994
0 none 7 65.9901
0 none 0 17.0744
0 none 2 18.0666
0 none 1 19.0702
0 none 3 21.0654
0 none 8 22.0391
0 none 9 24.0418
0 none 7 25.0451
0 none 4 28.0611
0 none 5 29.0554
0 none 6 32.0445
0 none 8 30.9135
0 none 7 33.9107
0 none 0 35.9593
0 none 1 38.9515
0 none 2 41.9473
0 none 3 44.9276
0 none 9 47.9026
0 none 5 50.9165
0 none 4 53.9204
0 none 6 55.9135
0 none 6 66.2649
0 none 8 70.2326
0 none 0 77.3542
0 none 3 82.2935
0 none 5 88.2679
0 none 4 94.276
0 none 1 101.337
0 none 2 107.329
0 none 9 115.21
0 none 7 119.252
0 none 0 17.3422
0 none 5 18.3295
0 none 8 20.3201
0 none 1 21.3337
0 none 4 22.3301
0 none 6 24.3283
0 none 2 26.3298
0 none 9 27.318
0 none 3 29.3331
0 none 7 32.3183
0 none 8 17.7331
0 none 4 18.7503
0 none 3 19.75
0 none 5 21.7445
0 none 0 22.7708
0 none 2 23.7515
0 none 1 26.7657
0 none 6 27.7454
0 none 9 29.73
0 none 7 31.7312
0 none 6 17.3804
0 none 1 19.4106
0 none 2 20.4061
0 none 8 21.3744
0 none 3 23.404
0 none 4 24.397
0 none 7 26.3783
0 none 9 28.3735
0 none 5 30.3828
0 none 0 31.4145
8000000 none 8 947.263
8000000 none 0 1758.6
8000000 none 5 2676.99
8000000 none 4 3577.68
8000000 none 3 4472.69
8000000 none 2 5492.07
8000000 none 1 6372.82
8000000 none 6 7234.42
8000000 none 9 8254.66
8000000 none 7 9085.14
8000000 none 8 913.921
8000000 none 1 1933.96
8000000 none 2 2784.49
8000000 none 0 3644.58
8000000 none 5 4640.11
8000000 none 7 5480.99
8000000 none 3 6362.17
8000000 none 9 7324.36
8000000 none 4 8297.42
8000000 none 6 9351.55
8000000 none 8 907.505
8000000 none 1 1911.54
8000000 none 2 2921.85
8000000 none 0 3850.65
8000000 none 5 4790.81
8000000 none 3 5672.98
8000000 none 6 6629.12
8000000 none 4 7486.74
8000000 none 9 8435.78
8000000 none 7 9393.84
8000000 none 3 951.069
8000000 none 8 1772.6
8000000 none 6 2761.17
8000000 none 1 3792.7
8000000 none 4 4740.35
8000000 none 2 5776.56
8000000 none 0 6771.53
8000000 none 5 7756.25
8000000 none 9 8798.91
8000000 none 7 9731.4
8000000 none 7 936.859
8000000 none 0 1736.9
8000000 none 5 2756.12
8000000 none 3 3846.91
8000000 none 6 4708.54
8000000 none 4 5522.89
8000000 none 2 6500.88
8000000 none 1 7526.25
8000000 none 8 8391.06
8000000 none 9 9477.38
8000000 none 8 906.259
8000000 none 0 1832.15
8000000 none 2 2802.71
8000000 none 1 3626.37
8000000 none 4 4564.62
8000000 none 3 5519.07
8000000 none 6 6573.88
8000000 none 5 7407.18
8000000 none 7 8401.84
8000000 none 9 9438.15
8000000 none 3 999.413
8000000 none 7 1936.14
8000000 none 0 2774.68
8000000 none 1 3843.06
8000000 none 6 4819.81
8000000 none 9 5932.35
8000000 none 4 6892.42
8000000 none 8 7690
8000000 none 5 8609.38
8000000 none 2 9599.24
8000000 none 3 865.039
8000000 none 0 1703.53
8000000 none 6 2697.43
8000000 none 8 3505.71
8000000 none 2 4313.8
8000000 none 9 5155.63
8000000 none 1 6060.01
8000000 none 4 7009.78
8000000 none 7 7853.54
8000000 none 5 8898.2
8000000 none 8 912.746
8000000 none 5 1810.13
8000000 none 2 2733.35
8000000 none 0 3577.46
8000000 none 6 4527.54
8000000 none 4 5426.33
8000000 none 3 6477.96
8000000 none 7 7326.74
8000000 none 9 8324.11
8000000 none 1 9306.77
8000000 none 8 875.747
8000000 none 1 1827.99
8000000 none 2 2747.54
8000000 none 5 3588.68
8000000 none 7 4447.06
8000000 none 0 5257.65
8000000 none 6 6199.82
8000000 none 4 7183.29
8000000 none 3 8102.26
8000000 none 9 9209.03
20000000 none 0 3555.11
20000000 none 0 3345.67
20000000 none 0 3481.74
20000000 none 0 3505.73
20000000 none 0 3532.55
20000000 none 0 3526.51
20000000 none 0 3458.39
20000000 none 0 3514.35
20000000 none 0 3374.7
20000000 none 0 3332.83
40000000 none 0 6872.32
40000000 none 0 6648.17
40000000 none 0 6820.49
40000000 none 0 6623.85
40000000 none 0 6796.65
40000000 none 0 6706.07
40000000 none 0 6600.76
40000000 none 0 6976.38
40000000 none 0 6695.04
40000000 none 0 6819.03
80000000 none 0 20399.1
80000000 none 0 19990.4
80000000 none 0 20378.2
80000000 none 0 20469
80000000 none 0 19848.5
80000000 none 0 20405.8
80000000 none 0 20031.4
80000000 none 0 20145.9
80000000 none 0 20302
80000000 none 0 20339.1
10 heavy 8 18.5485
10 heavy 2 27.2061
10 heavy 4 40.5065
10 heavy 1 30.5884
10 heavy 3 37.4485
10 heavy 7 45.1432
10 heavy 0 56.4951
10 heavy 5 63.061
10 heavy 9 76.2926
10 heavy 6 73.4286
10 heavy 8 14.0128
10 heavy 0 21.4809
10 heavy 2 25.8055
10 heavy 6 28.2034
10 heavy 1 33.7129
10 heavy 3 37.819
10 heavy 4 45.224
10 heavy 7 52.4057
10 heavy 5 56.7732
10 heavy 9 64.0732
10 heavy 2 12.8992
10 heavy 3 20.3948
10 heavy 4 26.3206
10 heavy 7 27.4425
10 heavy 6 37.9966
10 heavy 0 33.2978
10 heavy 1 41.3215
10 heavy 8 42.6006
10 heavy 5 54.0327
10 heavy 9 56.1339
10 heavy 4 15.8297
10 heavy 7 26.0433
10 heavy 0 23.7499
10 heavy 1 35.0559
10 heavy 8 31.889
10 heavy 2 37.5737
10 heavy 3 45.9472
10 heavy 5 52.587
10 heavy 6 61.3529
10 heavy 9 61.5905
10 heavy 6 15.5656
10 heavy 1 17.6548
10 heavy 8 25.3083
10 heavy 2 33.5836
10 heavy 3 30.4888
10 heavy 0 36.2523
10 heavy 4 40.7933
10 heavy 7 55.0838
10 heavy 9 56.1564
10 heavy 5 58.2982
10 heavy 1 13.9265
10 heavy 5 19.7868
10 heavy 0 17.2249
10 heavy 6 31.5558
10 heavy 7 27.1206
10 heavy 9 38.3389
10 heavy 8 34.7649
10 heavy 3 44.5535
10 heavy 2 61.6818
10 heavy 4 54.8328
10 heavy 1 27.5128
10 heavy 8 20.5596
10 heavy 0 29.5305
10 heavy 2 37.5249
10 heavy 5 48.6495
10 heavy 6 57.6788
10 heavy 9 60.3899
10 heavy 3 58.058
10 heavy 4 73.0245
10 heavy 7 70.677
10 heavy 1 16.0752
10 heavy 8 21.3133
10 heavy 0 21.465
10 heavy 6 31.2022
10 heavy 3 33.7948
10 heavy 5 45.9228
10 heavy 4 42.6884
10 heavy 7 60.6975
10 heavy 9 70.7636
10 heavy 2 60.9847
10 heavy 1 20.9991
10 heavy 8 17.9637
10 heavy 0 24.6836
10 heavy 4 30.5321
10 heavy 6 37.6746
10 heavy 3 47.5161
10 heavy 2 48.1914
10 heavy 5 55.3736
10 heavy 7 62.4588
10 heavy 9 67.8547
10 heavy 3 14.2237
10 heavy 0 13.5278
10 heavy 4 20.0603
10 heavy 6 28.0402
10 heavy 9 35.6005
10 heavy 1 36.4403
10 heavy 8 36.6972
10 heavy 2 45.6769
10 heavy 5 59.9649
10 heavy 7 57.6626
50 heavy 8 12.4664
50 heavy 0 16.7587
50 heavy 4 24.6051
50 heavy 6 35.2002
50 heavy 7 43.9191
50 heavy 3 38.3455
50 heavy 5 51.6912
50 heavy 9 59.9092
50 heavy 1 57.6262
50 heavy 2 60.7768
50 heavy 2 12.3918
50 heavy 4 25.1572
50 heavy 0 20.8376
50 heavy 7 26.5949
50 heavy 9 36.5759
50 heavy 1 31.8902
50 heavy 8 39.723
50 heavy 3 49.1082
50 heavy 5 55.2786
50 heavy 6 59.6159
50 heavy 8 10.3589
50 heavy 7 21.2427
50 heavy 0 21.135
50 heavy 1 33.7611
50 heavy 3 30.9555
50 heavy 5 45.4477
50 heavy 2 47.5601
50 heavy 4 60.4427
50 heavy 6 64.501
50 heavy 9 64.5053
50 heavy 8 18.8298
50 heavy 0 22.9881
50 heavy 6 30.0594
50 heavy 1 41.8613
50 heavy 2 39.8347
50 heavy 4 56.1388
50 heavy 7 55.1583
50 heavy 3 67.9225
50 heavy 9 77.0513
50 heavy 5 68.7503
50 heavy 3 21.3564
50 heavy 8 19.1042
50 heavy 0 29.3915
50 heavy 5 40.5091
50 heavy 4 42.8195
50 heavy 6 49.7658
50 heavy 9 60.8777
50 heavy 1 61.9445
50 heavy 2 69.6849
50 heavy 7 69.8398
50 heavy 9 14.0044
50 heavy 1 22.1753
50 heavy 3 21.656
50 heavy 8 25.8392
50 heavy 5 37.9118
50 heavy 4 40.976
50 heavy 0 43.513
50 heavy 6 53.7117
50 heavy 7 52.9394
50 heavy 2 59.2035
50 heavy 8 9.59727
50 heavy 7 17.0768
50 heavy 9 24.6227
50 heavy 0 22.2194
50 heavy 5 36.3335
50 heavy 4 43.4172
50 heavy 6 39.8368
50 heavy 1 48.5025
50 heavy 3 53.7619
50 heavy 2 62.0953
50 heavy 0 19.3209
50 heavy 3 22.2199
50 heavy 8 31.3673
50 heavy 1 37.6295
50 heavy 2 45.4636
50 heavy 6 50.3337
50 heavy 5 66.57
50 heavy 4 73.3608
50 heavy 7 88.2121
50 heavy 9 96.8175
50 heavy 3 19.5683
50 heavy 0 21.1271
50 heavy 8 31.0899
50 heavy 1 31.503
50 heavy 5 43.8664
50 heavy 2 44.4257
50 heavy 4 59.4108
50 heavy 6 69.8854
50 heavy 7 66.3329
50 heavy 9 68.4232
50 heavy 3 17.7808
50 heavy 0 19.2297
50 heavy 8 25.3025
50 heavy 4 31.0422
50 heavy 6 40.2286
50 heavy 9 51.088
50 heavy 1 51.1769
50 heavy 5 57.4769
50 heavy 2 69.3909
50 heavy 7 67.718
100 heavy 1 14.9462
100 heavy 3 20.2399
100 heavy 5 30.4735
100 heavy 8 28.9505
100 heavy 2 42.549
100 heavy 0 37.4764
100 heavy 4 52.4134
100 heavy 6 54.1113
100 heavy 7 57.9307
100 heavy 9 59.3864
100 heavy 3 17.0097
100 heavy 0 17.1385
100 heavy 8 28.7636
100 heavy 4 38.9087
100 heavy 1 43.1728
100 heavy 5 39.8509
100 heavy 2 47.0178
100 heavy 6 55.0865
100 heavy 7 67.3597
100 heavy 9 65.8299
100 heavy 1 15.4183
100 heavy 3 20.3014
100 heavy 2 27.8264
100 heavy 0 34.7905
100 heavy 8 39.6938
100 heavy 4 52.7332
100 heavy 6 60.396
100 heavy 7 57.7924
100 heavy 9 74.8005
100 heavy 5 66.3734
100 heavy 3 14.99
100 heavy 1 20.1559
100 heavy 8 23.6394
100 heavy 4 21.5861
100 heavy 6 39.5085
100 heavy 7 35.782
100 heavy 0 41.7623
100 heavy 9 48.7374
100 heavy 5 57.6092
100 heavy 2 57.0669
100 heavy 7 19.4173
100 heavy 0 15.5771
100 heavy 1 22.6939
100 heavy 3 29.5407
100 heavy 5 38.5544
100 heavy 2 46.9711
100 heavy 8 44.3151
100 heavy 4 48.6867
100 heavy 6 59.3259
100 heavy 9 62.587
100 heavy 4 18.2464
100 heavy 0 17.996
100 heavy 7 24.1559
100 heavy 3 35.5105
100 heavy 1 30.5918
100 heavy 5 39.7804
100 heavy 2 47.148
100 heavy 8 50.92
100 heavy 6 61.8582
100 heavy 9 65.2358
100 heavy 3 13.3095
100 heavy 5 20.548
100 heavy 0 22.23
100 heavy 2 26.987
100 heavy 8 38.1003
100 heavy 4 40.3894
100 heavy 6 44.049
100 heavy 7 49.6091
100 heavy 9 61.6063
100 heavy 1 64.1255
100 heavy 2 14.1062
100 heavy 4 14.1125
100 heavy 7 22.5522
100 heavy 9 25.4848
100 heavy 3 26.8358
100 heavy 1 32.3416
100 heavy 5 49.0212
100 heavy 8 44.4861
100 heavy 0 55.1643
100 heavy 6 61.0918
100 heavy 8 13.6184
100 heavy 4 20.5347
100 heavy 6 19.8108
100 heavy 9 25.0194
100 heavy 3 26.3972
100 heavy 1 39.3349
100 heavy 5 42.7009
100 heavy 2 50.8183
100 heavy 0 57.7202
100 heavy 7 59.3082
100 heavy 1 28.5031
100 heavy 0 25.071
100 heavy 8 24.4203
100 heavy 4 40.931
100 heavy 2 41.9004
100 heavy 6 46.8452
100 heavy 7 63.8701
100 heavy 3 62.4902
100 heavy 5 80.6607
100 heavy 9 78.6921
500 heavy 5 24.9613
500 heavy 2 31.0869
500 heavy 8 21.6178
500 heavy 0 33.2751
500 heavy 1 41.2063
500 heavy 4 53.0035
500 heavy 6 53.5326
500 heavy 7 54.8864
500 heavy 3 73.712
500 heavy 9 68.2039
500 heavy 1 17.805
500 heavy 2 18.9844
500 heavy 8 19.9374
500 heavy 0 26.0247
500 heavy 4 35.1971
500 heavy 6 45.6038
500 heavy 7 50.9697
500 heavy 9 51.6751
500 heavy 3 53.7555
500 heavy 5 59.8083
500 heavy 0 13.7557
500 heavy 3 24.5199
500 heavy 1 27.7746
500 heavy 5 28.9094
500 heavy 2 45.9926
500 heavy 4 56.2322
500 heavy 6 49.8548
500 heavy 7 62.3477
500 heavy 9 77.1473
500 heavy 8 75.9114
500 heavy 1 25.9221
500 heavy 8 19.2982
500 heavy 0 30.9019
500 heavy 5 40.8341
500 heavy 2 37.5418
500 heavy 4 55.5174
500 heavy 6 56.6821
500 heavy 3 68.7825
500 heavy 7 78.0956
500 heavy 9 73.5926
500 heavy 8 15.7553
500 heavy 1 26.6204
500 heavy 0 25.6718
500 heavy 2 37.811
500 heavy 6 42.0212
500 heavy 3 51.7537
500 heavy 5 53.3079
500 heavy 4 62.0255
500 heavy 9 69.9348
500 heavy 7 64.7652
500 heavy 5 17.1319
500 heavy 0 18.2165
500 heavy 2 26.91
500 heavy 8 24.0232
500 heavy 4 26.8551
500 heavy 6 40.5059
500 heavy 7 40.4303
500 heavy 9 52.0458
500 heavy 3 58.9625
500 heavy 1 59.8335
500 heavy 2 16.0319
500 heavy 8 16.793
500 heavy 0 21.2909
500 heavy 6 33.005
500 heavy 7 33.2455
500 heavy 9 44.1227
500 heavy 3 48.9074
500 heavy 5 51.7976
500 heavy 1 66.73
500 heavy 4 61.4337
500 heavy 8 17.1551
500 heavy 0 22.8594
500 heavy 1 29.3159
500 heavy 4 39.1307
500 heavy 7 36.3256
500 heavy 3 50.6133
500 heavy 5 58.5784
500 heavy 2 55.8651
500 heavy 6 66.6814
500 heavy 9 72.1245
500 heavy 8 17.8911
500 heavy 5 27.1555
500 heavy 0 22.9914
500 heavy 6 37.0576
500 heavy 1 32.7055
500 heavy 4 50.1813
500 heavy 7 47.9585
500 heavy 2 57.1194
500 heavy 3 65.2256
500 heavy 9 75.2014
500 heavy 8 15.9593
500 heavy 6 17.9681
500 heavy 5 26.6549
500 heavy 0 28.7121
500 heavy 1 42.4923
500 heavy 7 42.6331
500 heavy 9 43.5757
500 heavy 2 52.8471
500 heavy 4 61.1212
500 heavy 3 62.1773
1000 heavy 2 24.7428
1000 heavy 0 24.4352
1000 heavy 8 24.1047
1000 heavy 6 42.0056
1000 heavy 3 46.9347
1000 heavy 5 45.8462
1000 heavy 7 55.2456
1000 heavy 9 54.9579
1000 heavy 1 69.9836
1000 heavy 4 70.7658
1000 heavy 8 14.0053
1000 heavy 0 24.5134
1000 heavy 5 32.4719
1000 heavy 1 31.2316
1000 heavy 2 36.552
1000 heavy 4 45.6771
1000 heavy 6 60.3099
1000 heavy 7 56.2426
1000 heavy 3 74.2011
1000 heavy 9 70.3457
1000 heavy 8 17.4295
1000 heavy 5 27.8246
1000 heavy 0 24.3364
1000 heavy 4 34.2174
1000 heavy 1 38.568
1000 heavy 2 43.5544
1000 heavy 7 47.3729
1000 heavy 9 55.1271
1000 heavy 6 69.2836
1000 heavy 3 60.4923
1000 heavy 8 17.9633
1000 heavy 1 28.0593
1000 heavy 0 26.3228
1000 heavy 7 38.5485
1000 heavy 3 38.9451
1000 heavy 2 49.4741
1000 heavy 6 64.2045
1000 heavy 9 72.3915
1000 heavy 5 65.4376
1000 heavy 4 81.4288
1000 heavy 8 19.6657
1000 heavy 7 25.0393
1000 heavy 0 21.8514
1000 heavy 4 28.8207
1000 heavy 5 37.863
1000 heavy 9 48.294
1000 heavy 1 46.55
1000 heavy 6 59.4893
1000 heavy 3 66.8133
1000 heavy 2 69.9695
1000 heavy 8 19.6526
1000 heavy 0 16.5073
1000 heavy 7 30.727
1000 heavy 3 28.3992
1000 heavy 5 31.272
1000 heavy 9 38.0215
1000 heavy 1 41.6172
1000 heavy 2 50.0552
1000 heavy 4 57.4044
1000 heavy 6 64.7351
1000 heavy 8 13.56
1000 heavy 7 23.8058
1000 heavy 0 22.4406
1000 heavy 5 37.2139
1000 heavy 2 32.3393
1000 heavy 4 43.6656
1000 heavy 6 52.1386
1000 heavy 3 55.9158
1000 heavy 9 69.3371
1000 heavy 1 68.6764
1000 heavy 8 21.5184
1000 heavy 6 23.6727
1000 heavy 5 34.6207
1000 heavy 0 35.7621
1000 heavy 1 49.4382
1000 heavy 2 55.2626
1000 heavy 7 59.9876
1000 heavy 4 61.0988
1000 heavy 3 68.4246
1000 heavy 9 75.3761
1000 heavy 3 12.5973
1000 heavy 1 21.6709
1000 heavy 2 18.9908
1000 heavy 0 26.6449
1000 heavy 4 35.6472
1000 heavy 8 31.1299
1000 heavy 6 51.8344
1000 heavy 7 46.5409
1000 heavy 5 55.2489
1000 heavy 9 63.482
1000 heavy 3 11.9672
1000 heavy 5 20.523
1000 heavy 2 18.312
1000 heavy 8 21.7922
1000 heavy 6 29.3269
1000 heavy 0 34.87
1000 heavy 7 40.7755
1000 heavy 9 46.2641
1000 heavy 1 55.9125
1000 heavy 4 54.0508
5000 heavy 8 14.7125
5000 heavy 1 22.4655
5000 heavy 0 25.516
5000 heavy 4 31.1638
5000 heavy 7 42.2152
5000 heavy 3 45.0736
5000 heavy 5 47.131
5000 heavy 2 64.3095
5000 heavy 6 63.2587
5000 heavy 9 68.0139
5000 heavy 2 29.0807
5000 heavy 0 27.6758
5000 heavy 8 26.4802
5000 heavy 3 41.9279
5000 heavy 1 49.8955
5000 heavy 4 61.9037
5000 heavy 5 56.9824
5000 heavy 6 65.7099
5000 heavy 7 74.9038
5000 heavy 9 84.1316
5000 heavy 1 14.5998
5000 heavy 4 21.4946
5000 heavy 6 23.4433
5000 heavy 8 25.7777
5000 heavy 0 30.8551
5000 heavy 7 43.5382
5000 heavy 3 52.4659
5000 heavy 5 52.556
5000 heavy 9 55.1018
5000 heavy 2 59.8568
5000 heavy 8 13.9758
5000 heavy 0 20.6383
5000 heavy 2 28.7739
5000 heavy 4 39.732
5000 heavy 7 37.7489
5000 heavy 5 49.0834
5000 heavy 3 44.8345
5000 heavy 9 59.1438
5000 heavy 1 62.2263
5000 heavy 6 67.3507
5000 heavy 8 17.2359
5000 heavy 0 25.7649
5000 heavy 5 40.5365
5000 heavy 9 35.8046
5000 heavy 1 43.8126
5000 heavy 2 47.0827
5000 heavy 4 62.9518
5000 heavy 7 68.9415
5000 heavy 3 70.4021
5000 heavy 6 74.0023
5000 heavy 8 13.2919
5000 heavy 1 20.6839
5000 heavy 0 21.591
5000 heavy 4 29.9313
5000 heavy 3 40.4552
5000 heavy 5 39.98
5000 heavy 2 43.4226
5000 heavy 6 54.6205
5000 heavy 7 60.8981
5000 heavy 9 66.299
5000 heavy 4 18.2631
5000 heavy 6 21.5599
5000 heavy 8 26.5929
5000 heavy 0 28.0284
5000 heavy 5 40.2998
5000 heavy 9 42.0563
5000 heavy 1 43.3853
5000 heavy 2 52.6459
5000 heavy 7 57.8279
5000 heavy 3 63.9313
5000 heavy 8 18.1104
5000 heavy 0 21.6376
5000 heavy 1 30.8804
5000 heavy 2 39.0497
5000 heavy 4 42.028
5000 heavy 7 55.6504
5000 heavy 5 57.0718
5000 heavy 6 63.5809
5000 heavy 3 72.3735
5000 heavy 9 78.4921
5000 heavy 5 14.4524
5000 heavy 1 21.7135
5000 heavy 0 19.7805
5000 heavy 2 32.7809
5000 heavy 4 31.4271
5000 heavy 6 45.8813
5000 heavy 8 46.1946
5000 heavy 3 49.8118
5000 heavy 7 54.7628
5000 heavy 9 59.0633
5000 heavy 8 16.7087
5000 heavy 0 20.7517
5000 heavy 2 30.3586
5000 heavy 5 36.2469
5000 heavy 1 35.9139
5000 heavy 4 44.8959
5000 heavy 6 58.2974
5000 heavy 7 68.1161
5000 heavy 9 63.544
5000 heavy 3 70.9848
10000 heavy 4 15.4315
10000 heavy 6 21.5778
10000 heavy 8 29.4386
10000 heavy 0 28.8157
10000 heavy 5 39.2472
10000 heavy 9 44.6634
10000 heavy 1 48.5108
10000 heavy 2 57.6937
10000 heavy 3 61.6898
10000 heavy 7 69.8955
10000 heavy 8 15.7577
10000 heavy 0 26.7666
10000 heavy 7 37.9472
10000 heavy 5 40.9034
10000 heavy 1 49.9071
10000 heavy 2 62.2718
10000 heavy 4 61.984
10000 heavy 6 71.8534
10000 heavy 3 83.1092
10000 heavy 9 88.0048
10000 heavy 2 15.5835
10000 heavy 4 22.6659
10000 heavy 0 23.5009
10000 heavy 8 32.4211
10000 heavy 3 43.7476
10000 heavy 7 42.9473
10000 heavy 5 56.2488
10000 heavy 9 57.6859
10000 heavy 1 64.4117
10000 heavy 6 68.4482
10000 heavy 1 19.7861
10000 heavy 0 18.3176
10000 heavy 2 31.2005
10000 heavy 4 31.7795
10000 heavy 6 43.3543
10000 heavy 8 35.7129
10000 heavy 3 46.2066
10000 heavy 7 64.0388
10000 heavy 5 65.4198
10000 heavy 9 71.6139
10000 heavy 0 18.2572
10000 heavy 8 18.54
10000 heavy 3 29.1692
10000 heavy 7 42.5427
10000 heavy 5 51.882
10000 heavy 1 49.3756
10000 heavy 2 68.8695
10000 heavy 4 68.6152
10000 heavy 6 78.2745
10000 heavy 9 82.8718
10000 heavy 8 17.7565
10000 heavy 0 22.4137
10000 heavy 2 33.7605
10000 heavy 5 30.331
10000 heavy 9 49.5538
10000 heavy 1 47.505
10000 heavy 4 54.1771
10000 heavy 7 65.7934
10000 heavy 6 68.0895
10000 heavy 3 74.4263
10000 heavy 8 13.209
10000 heavy 0 22.1965
10000 heavy 3 25.251
10000 heavy 5 36.1944
10000 heavy 7 47.6507
10000 heavy 1 53.4077
10000 heavy 2 59.7536
10000 heavy 4 58.8086
10000 heavy 6 74.4158
10000 heavy 9 75.4913
10000 heavy 8 20.2571
10000 heavy 0 27.3523
10000 heavy 1 41.761
10000 heavy 2 38.5112
10000 heavy 3 48.5682
10000 heavy 5 60.2681
10000 heavy 4 63.6998
10000 heavy 7 71.8251
10000 heavy 9 82.7006
10000 heavy 6 87.386
10000 heavy 3 18.083
10000 heavy 0 19.8378
10000 heavy 8 25.5861
10000 heavy 7 38.1516
10000 heavy 1 49.0996
10000 heavy 4 45.5042
10000 heavy 6 54.9434
10000 heavy 5 63.4249
10000 heavy 9 69.5018
10000 heavy 2 72.8976
10000 heavy 0 22.233
10000 heavy 5 30.3681
10000 heavy 8 28.0163
10000 heavy 9 49.4418
10000 heavy 2 43.5854
10000 heavy 4 54.4509
10000 heavy 3 68.1959
10000 heavy 7 77.8197
10000 heavy 1 74.2105
10000 heavy 6 86.5335
50000 heavy 8 21.4273
50000 heavy 7 36.2317
50000 heavy 4 49.6203
50000 heavy 0 57.5538
50000 heavy 6 73.9119
50000 heavy 3 94.3427
50000 heavy 5 106.291
50000 heavy 1 123.996
50000 heavy 2 139.215
50000 heavy 9 146.579
50000 heavy 2 23.1073
50000 heavy 6 38.7917
50000 heavy 0 49.3781
50000 heavy 3 54.9297
50000 heavy 5 75.6491
50000 heavy 8 80.7141
50000 heavy 7 90.0391
50000 heavy 9 99.9077
50000 heavy 1 107.731
50000 heavy 4 121.126
50000 heavy 2 20.6607
50000 heavy 0 31.1665
50000 heavy 3 47.9096
50000 heavy 5 65.4732
50000 heavy 7 72.6804
50000 heavy 8 86.442
50000 heavy 1 95.3482
50000 heavy 9 118.865
50000 heavy 4 129.225
50000 heavy 6 147.936
50000 heavy 5 31.7397
50000 heavy 0 42.483
50000 heavy 8 49.2696
50000 heavy 1 72.6619
50000 heavy 2 78.5462
50000 heavy 4 100.095
50000 heavy 3 114.974
50000 heavy 9 128.793
