payload_size delay num_messages message_id arrival_rank half_rtt_ms
100 none 4 2 2 12.1953
100 none 4 3 3 12.9213
100 none 4 0 0 4.97943
100 none 4 1 1 5.77753
100 none 4 3 2 6.49354
100 none 4 2 3 7.2361
100 none 4 0 0 4.84419
100 none 4 3 1 5.74856
100 none 4 1 2 6.45309
100 none 4 2 3 7.41722
100 none 4 0 0 4.81642
100 none 4 1 1 5.62691
100 none 4 2 2 6.23877
100 none 4 3 3 23.856
100 none 1 0 0 31.2252
100 none 1 0 0 3.69261
100 none 1 0 0 4.01922
100 none 1 0 0 2.95668
100 none 1 0 0 21.3717
100 none 1 0 0 2.64668
100 none 1 0 0 10.0422
100 none 1 0 0 2.96574
100 none 1 0 0 20.1507
100 none 1 0 0 2.80576
500 none 10 6 0 63.9048
500 none 10 7 1 68.7219
500 none 10 9 2 74.6132
500 none 10 5 3 79.9962
500 none 10 0 4 86.5269
500 none 10 3 5 93.0086
500 none 10 1 6 99.6884
500 none 10 2 7 106.463
500 none 10 4 8 113.711
500 none 10 8 9 116.844
500 none 10 6 0 17.9309
500 none 10 2 1 19.1785
500 none 10 0 2 20.4982
500 none 10 4 3 21.9513
500 none 10 9 4 23.287
500 none 10 1 5 24.5415
500 none 10 5 6 27.4445
500 none 10 7 7 28.5297
500 none 10 8 8 31.7927
500 none 10 3 9 32.7623
500 none 10 0 0 16.6495
500 none 10 1 1 18.2059
500 none 10 9 2 19.343
500 none 10 6 3 20.5585
500 none 10 5 4 22.1883
500 none 10 7 5 23.5828
500 none 10 4 6 25.2071
500 none 10 3 7 26.1139
500 none 10 2 8 28.034
500 none 10 8 9 30.8048
500 none 10 8 0 19.7441
500 none 10 0 1 20.9775
500 none 10 3 2 22.143
500 none 10 7 3 23.0015
500 none 10 2 4 24.6907
500 none 10 6 5 25.8537
500 none 10 1 6 27.846
500 none 10 4 7 29.588
500 none 10 9 8 32.2805
500 none 10 5 9 34.0618
500 none 10 2 0 16.188
500 none 10 1 1 17.2867
500 none 10 0 2 18.2596
500 none 10 6 3 19.5111
500 none 10 7 4 20.4604
500 none 10 3 5 21.8411
500 none 10 9 6 23.5029
500 none 10 4 7 26.4055
500 none 10 8 8 28.1237
500 none 10 5 9 30.1814
500 none 10 6 0 19.3762
500 none 10 3 1 20.4755
500 none 10 9 2 21.3621
500 none 10 7 3 22.7192
500 none 10 0 4 24.1422
500 none 10 2 5 25.5334
500 none 10 5 6 28.5182
500 none 10 8 7 31.3448
500 none 10 1 8 33.8167
500 none 10 4 9 34.6619
500 none 10 9 0 17.3444
500 none 10 0 1 18.614
500 none 10 1 2 20.2313
500 none 10 7 3 21.1638
500 none 10 6 4 22.7497
500 none 10 3 5 23.6716
500 none 10 2 6 25.5739
500 none 10 4 7 27.0802
500 none 10 8 8 29.8286
500 none 10 5 9 31.5715
500 none 10 3 0 19.6823
500 none 10 6 1 20.6944
500 none 10 9 2 21.9694
500 none 10 7 3 23.1605
500 none 10 0 4 26.4312
500 none 10 4 5 28.0582
500 none 10 2 6 29.1403
500 none 10 5 7 30.62
500 none 10 1 8 33.8505
500 none 10 8 9 35.8527
500 none 10 8 0 15.9163
500 none 10 1 1 17.3492
500 none 10 0 2 18.3976
500 none 10 6 3 19.6337
500 none 10 9 4 20.9513
500 none 10 7 5 22.6211
500 none 10 2 6 23.9227
500 none 10 4 7 25.1896
500 none 10 3 8 27.4647
500 none 10 5 9 29.8778
500 none 10 0 0 17.3918
500 none 10 9 1 18.1597
500 none 10 6 2 19.2479
500 none 10 2 3 20.6406
500 none 10 1 4 21.571
500 none 10 7 5 23.342
500 none 10 4 6 24.9213
500 none 10 3 7 26.5489
500 none 10 8 8 29.5167
500 none 10 5 9 31.1594
500 none 4 1 0 7.08155
500 none 4 0 1 7.95362
500 none 4 2 2 9.07592
500 none 4 3 3 10.1991
500 none 4 2 0 6.1464
500 none 4 0 1 7.22614
500 none 4 1 2 8.10213
500 none 4 3 3 20.1583
500 none 4 0 0 4.93475
500 none 4 1 1 5.60759
500 none 4 2 2 6.3082
500 none 4 3 3 6.99281
500 none 4 0 0 4.67666
500 none 4 2 1 5.2843
500 none 4 1 2 6.21704
500 none 4 3 3 6.81501
500 none 4 0 0 5.3326
500 none 4 1 1 6.4057
500 none 4 3 2 7.60678
500 none 4 2 3 8.32671
500 none 4 3 0 4.70172
500 none 4 2 1 5.40142
500 none 4 0 2 6.03653
500 none 4 1 3 6.96806
500 none 4 2 0 4.72255
500 none 4 0 1 5.4636
500 none 4 1 2 6.23213
500 none 4 3 3 26.1767
500 none 4 0 0 5.86809
500 none 4 3 1 6.42351
500 none 4 2 2 7.22041
500 none 4 1 3 8.21412
500 none 4 2 0 5.87232
500 none 4 1 1 6.91161
500 none 4 0 2 7.8365
500 none 4 3 3 20.8894
500 none 4 1 0 4.79258
500 none 4 0 1 5.56774
500 none 4 2 2 6.19862
500 none 4 3 3 23.0217
500 none 1 0 0 15.5136
500 none 1 0 0 2.74448
500 none 1 0 0 34.3446
500 none 1 0 0 3.26307
500 none 1 0 0 23.1702
500 none 1 0 0 2.98385
500 none 1 0 0 10.8077
500 none 1 0 0 3.01223
500 none 1 0 0 12.8153
500 none 1 0 0 3.81335
1000 none 10 7 0 41.8877
1000 none 10 6 1 44.9461
1000 none 10 9 2 48.1594
1000 none 10 3 3 52.7678
1000 none 10 0 4 56.4737
1000 none 10 5 5 60.3641
1000 none 10 4 6 64.7368
1000 none 10 1 7 69.4536
1000 none 10 8 8 74.1459
1000 none 10 2 9 76.661
1000 none 10 1 0 17.709
1000 none 10 6 1 19.0227
1000 none 10 7 2 19.9322
1000 none 10 4 3 21.5858
1000 none 10 9 4 22.5626
1000 none 10 0 5 24.4416
1000 none 10 3 6 25.3487
1000 none 10 2 7 27.4539
1000 none 10 5 8 30.3399
1000 none 10 8 9 32.2549
1000 none 10 1 0 19.2823
1000 none 10 9 1 20.2389
1000 none 10 4 2 21.3521
1000 none 10 6 3 22.8635
1000 none 10 0 4 25.9986
1000 none 10 7 5 27.2945
1000 none 10 3 6 28.7286
1000 none 10 2 7 31.1899
1000 none 10 8 8 34.3012
1000 none 10 5 9 41.2934
1000 none 10 3 0 16.5834
1000 none 10 7 1 17.4606
1000 none 10 6 2 18.5464
1000 none 10 9 3 21.4484
1000 none 10 1 4 22.4482
1000 none 10 4 5 23.9593
1000 none 10 2 6 25.6647
1000 none 10 0 7 26.9727
1000 none 10 5 8 28.9028
1000 none 10 8 9 31.7167
1000 none 10 3 0 17.3287
1000 none 10 6 1 18.5666
1000 none 10 7 2 19.4402
1000 none 10 1 3 21.0355
1000 none 10 5 4 22.2311
1000 none 10 4 5 23.5798
1000 none 10 2 6 25.2735
1000 none 10 0 7 26.7164
1000 none 10 9 8 28.5656
1000 none 10 8 9 31.0152
1000 none 10 7 0 17.0467
1000 none 10 6 1 18.0021
1000 none 10 9 2 19.2672
1000 none 10 1 3 20.513
1000 none 10 4 4 21.8469
1000 none 10 2 5 23.6474
1000 none 10 3 6 24.9026
1000 none 10 0 7 26.7973
1000 none 10 5 8 27.9652
1000 none 10 8 9 30.8848
1000 none 10 9 0 20.2594
1000 none 10 0 1 23.6112
1000 none 10 7 2 24.5868
1000 none 10 4 3 26.0212
1000 none 10 1 4 29.3525
1000 none 10 5 5 31.4015
1000 none 10 3 6 32.3774
1000 none 10 6 7 34.1285
1000 none 10 2 8 36.5584
1000 none 10 8 9 39.5767
1000 none 10 0 0 16.6999
1000 none 10 7 1 17.6239
1000 none 10 6 2 18.7272
1000 none 10 2 3 20.3904
1000 none 10 1 4 21.5021
1000 none 10 4 5 23.1201
1000 none 10 8 6 24.9898
1000 none 10 5 7 26.6376
1000 none 10 3 8 28.379
1000 none 10 9 9 29.3368
1000 none 10 1 0 17.5213
1000 none 10 6 1 18.4428
1000 none 10 9 2 19.7478
1000 none 10 7 3 21.0379
1000 none 10 8 4 24.1986
1000 none 10 0 5 25.714
1000 none 10 3 6 26.6763
1000 none 10 2 7 28.4358
1000 none 10 4 8 30.8247
1000 none 10 5 9 33.1272
1000 none 10 5 0 16.8421
1000 none 10 9 1 17.9405
1000 none 10 2 2 19.333
1000 none 10 0 3 20.4278
1000 none 10 6 4 21.9365
1000 none 10 3 5 23.7018
1000 none 10 7 6 25.2687
1000 none 10 1 7 26.9582
1000 none 10 4 8 28.7301
1000 none 10 8 9 31.3369
1000 none 4 3 0 4.34009
1000 none 4 0 1 5.07059
1000 none 4 2 2 6.00091
1000 none 4 1 3 6.79117
1000 none 4 2 0 4.92871
1000 none 4 0 1 5.69996
1000 none 4 3 2 6.62877
1000 none 4 1 3 7.36379
1000 none 4 0 0 8.33154
1000 none 4 2 1 9.63647
1000 none 4 1 2 11.7558
1000 none 4 3 3 12.9943
1000 none 4 0 0 5.95291
1000 none 4 1 1 6.87116
1000 none 4 3 2 7.85461
1000 none 4 2 3 9.01525
1000 none 4 3 0 4.6169
1000 none 4 0 1 5.36701
1000 none 4 2 2 6.37762
1000 none 4 1 3 7.24878
1000 none 4 1 0 13.9898
1000 none 4 2 1 16.4122
1000 none 4 0 2 18.0734
1000 none 4 3 3 19.6092
1000 none 4 0 0 4.98154
1000 none 4 1 1 5.58706
1000 none 4 2 2 6.5367
1000 none 4 3 3 7.1872
1000 none 4 1 0 5.01746
1000 none 4 2 1 5.84756
1000 none 4 0 2 6.82437
1000 none 4 3 3 7.43774
1000 none 4 0 0 4.79016
1000 none 4 1 1 5.68728
1000 none 4 2 2 6.58802
1000 none 4 3 3 23.5188
1000 none 4 0 0 5.27042
1000 none 4 2 1 6.02566
1000 none 4 1 2 6.87629
1000 none 4 3 3 27.8822
1000 none 1 0 0 24.4474
1000 none 1 0 0 3.08648
1000 none 1 0 0 8.6343
1000 none 1 0 0 3.0575
1000 none 1 0 0 11.904
1000 none 1 0 0 3.38894
1000 none 1 0 0 34.3528
1000 none 1 0 0 3.63556
1000 none 1 0 0 40.3223
1000 none 1 0 0 37.269
5000 none 10 6 0 63.139
5000 none 10 7 1 67.522
5000 none 10 3 2 73.8365
5000 none 10 2 3 79.26
5000 none 10 0 4 85.2742
5000 none 10 1 5 91.6781
5000 none 10 4 6 98.2332
5000 none 10 5 7 104.872
5000 none 10 8 8 112.175
5000 none 10 9 9 115.594
5000 none 10 6 0 17.6882
5000 none 10 7 1 19.0239
5000 none 10 4 2 20.4444
5000 none 10 3 3 21.7008
5000 none 10 2 4 23.4899
5000 none 10 1 5 24.9261
5000 none 10 0 6 26.4218
5000 none 10 9 7 28.0325
5000 none 10 5 8 31.2998
5000 none 10 8 9 33.8134
5000 none 10 6 0 18.9195
5000 none 10 9 1 20.1187
5000 none 10 3 2 21.7886
5000 none 10 4 3 23.3426
5000 none 10 0 4 24.6626
5000 none 10 2 5 26.1444
5000 none 10 1 6 27.9048
5000 none 10 5 7 30.841
5000 none 10 7 8 33.9338
5000 none 10 8 9 36.3625
5000 none 10 0 0 17.2804
5000 none 10 9 1 18.6046
5000 none 10 4 2 20.2546
5000 none 10 3 3 21.9812
5000 none 10 7 4 23.3737
5000 none 10 2 5 25.2379
5000 none 10 5 6 26.8486
5000 none 10 6 7 28.5167
5000 none 10 1 8 30.0984
5000 none 10 8 9 33.8451
5000 none 10 9 0 18.3948
5000 none 10 7 1 19.8208
5000 none 10 0 2 21.4753
5000 none 10 6 3 22.8883
5000 none 10 2 4 24.307
5000 none 10 4 5 25.8347
5000 none 10 1 6 27.3162
5000 none 10 3 7 28.7488
5000 none 10 5 8 32.0249
5000 none 10 8 9 35.6806
5000 none 10 7 0 16.632
5000 none 10 9 1 18.3094
5000 none 10 6 2 19.9738
5000 none 10 8 3 23.5228
5000 none 10 2 4 25.0909
5000 none 10 3 5 26.5214
5000 none 10 1 6 28.3649
5000 none 10 0 7 32.1218
5000 none 10 4 8 33.7243
5000 none 10 5 9 36.4649
5000 none 10 5 0 18.7993
5000 none 10 2 1 20.6231
5000 none 10 7 2 22.0479
5000 none 10 9 3 23.3945
5000 none 10 1 4 25.0731
5000 none 10 3 5 26.7215
5000 none 10 4 6 28.4965
5000 none 10 0 7 30.1464
5000 none 10 6 8 33.3564
5000 none 10 8 9 36.0577
5000 none 10 5 0 17.0709
5000 none 10 3 1 18.55
5000 none 10 9 2 19.9509
5000 none 10 4 3 21.6123
5000 none 10 6 4 23.1895
5000 none 10 7 5 24.6451
5000 none 10 0 6 26.1378
5000 none 10 1 7 27.9257
5000 none 10 2 8 29.6625
5000 none 10 8 9 33.0992
5000 none 10 3 0 23.0646
5000 none 10 0 1 24.6535
5000 none 10 7 2 26.0937
5000 none 10 5 3 27.9353
5000 none 10 6 4 29.5502
5000 none 10 4 5 31.3336
5000 none 10 2 6 33.3153
5000 none 10 1 7 36.7112
5000 none 10 9 8 39.0113
5000 none 10 8 9 42.0722
5000 none 10 1 0 24.3275
5000 none 10 9 1 25.8585
5000 none 10 7 2 27.6184
5000 none 10 6 3 29.6308
5000 none 10 4 4 31.1966
5000 none 10 0 5 34.5264
5000 none 10 2 6 42.3945
5000 none 10 3 7 44.7985
5000 none 10 8 8 50.0388
5000 none 10 5 9 52.8515
5000 none 4 3 0 5.11345
5000 none 4 0 1 6.39121
5000 none 4 2 2 7.80782
5000 none 4 1 3 9.40072
5000 none 4 0 0 6.09901
5000 none 4 1 1 7.49359
5000 none 4 2 2 8.79459
5000 none 4 3 3 17.115
5000 none 4 0 0 7.28591
5000 none 4 3 1 8.45832
5000 none 4 2 2 10.2803
5000 none 4 1 3 12.0685
5000 none 4 0 0 5.32022
5000 none 4 1 1 6.75947
5000 none 4 2 2 7.89113
5000 none 4 3 3 28.5131
5000 none 4 0 0 5.25351
5000 none 4 3 1 6.38457
5000 none 4 2 2 7.77371
5000 none 4 1 3 8.99744
5000 none 4 1 0 5.56955
5000 none 4 0 1 6.84007
5000 none 4 2 2 8.14409
5000 none 4 3 3 9.5275
5000 none 4 2 0 8.21261
5000 none 4 3 1 9.83901
5000 none 4 0 2 11.4805
5000 none 4 1 3 12.9255
5000 none 4 2 0 7.24818
5000 none 4 0 1 8.63612
5000 none 4 1 2 10.1747
5000 none 4 3 3 11.7235
5000 none 4 3 0 10.3147
5000 none 4 0 1 11.7576
5000 none 4 2 2 13.2575
5000 none 4 1 3 14.692
5000 none 4 3 0 7.2358
5000 none 4 1 1 8.47613
5000 none 4 0 2 9.8852
5000 none 4 2 3 11.2318
5000 none 1 0 0 12.7951
5000 none 1 0 0 30.5968
5000 none 1 0 0 3.98662
5000 none 1 0 0 19.6017
5000 none 1 0 0 3.83267
5000 none 1 0 0 49.2458
5000 none 1 0 0 3.64492
5000 none 1 0 0 39.4886
5000 none 1 0 0 4.02556
5000 none 1 0 0 41.8041
10000 none 10 5 0 64.4916
10000 none 10 9 1 68.4568
10000 none 10 6 2 73.5434
10000 none 10 0 3 80.6087
10000 none 10 2 4 86.884
10000 none 10 1 5 93.5417
10000 none 10 3 6 100.537
10000 none 10 4 7 107.797
10000 none 10 7 8 112.165
10000 none 10 8 9 119.877
10000 none 10 9 0 18.5835
10000 none 10 7 1 20.8335
